good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon,subtype
Küçükken ekmeğimi hep salatanın kokuna banardım.,Küçükken ekmeğimde hep salatanın kokuna banardım.,ekmeğimi,ekmeğimde,banardım,argument_structure,ditransitive
Dedem torunlarına mizahlar anlattı.,Dedem torunlarını mizahlar anlattı.,torunlarına,torunlarını,anlattı,argument_structure,ditransitive
Babam bugün markette ilkokul öğretmenime rastlamış.,Babam bugün marketi ilkokul öğretmenime rastlamış.,markette,marketi,rastlamış,argument_structure,ditransitive
Dedem torunlarına destanlar anlattı.,Dedem torunlarını destanlar anlattı.,torunlarına,torunlarını,anlattı,argument_structure,ditransitive
Ayakkabılarını çıkarıp şapkasını girişteki dolaba astı.,Ayakkabılarını çıkarıp şapkasına girişteki dolaba astı.,şapkasını,şapkasına,astı,argument_structure,ditransitive
Gelin altın bileziği ailesine hediye etti.,Gelin altın bilezikle ailesine hediye etti.,bileziği,bilezikle,hediye etti,argument_structure,ditransitive
Mahalledeki çocuklar arabanın camına yine taş atıyor.,Mahalledeki çocuklar arabanın camını yine taş atıyor.,camına,camını,atıyor,argument_structure,ditransitive
Dedem torunlarına bilmeceler anlattı.,Dedem torunlarını bilmeceler anlattı.,torunlarına,torunlarını,anlattı,argument_structure,ditransitive
Asistanı dosyaları masasına getirdi.,Asistanı dosyalarla masasına getirdi.,dosyaları,dosyalarla,getirdi,argument_structure,ditransitive
Antrenör sporculara antrenman programı hazırladı.,Antrenör sporcuları antrenman programı hazırladı.,sporculara,sporcuları,hazırladı,argument_structure,ditransitive
Şair dinleyicilerine yeni şiir filmini tanıttı.,Şair dinleyicilerini yeni şiir filmini tanıttı.,dinleyicilerine,dinleyicilerini,tanıttı,argument_structure,ditransitive
Küçük çocuk annesine vitrindeki oyuncağı gösterdi.,Küçük çocuk annesini vitrindeki oyuncağı gösterdi.,annesine,annesini,gösterdi,argument_structure,ditransitive
Yanlış kararlar halkı adaletsizliğe mahkum etti.,Yanlış kararlar halkla adaletsizliğe mahkum etti.,halkı,halkla,mahkum etti,argument_structure,ditransitive
Öğretmen öğrencilere bol bol defter okumalarını tavsiye etti.,Öğretmen öğrencileri bol bol defter okumalarını tavsiye etti.,öğrencilere,öğrencileri,tavsiye etti,argument_structure,ditransitive
Annem kardeşime yeni bir dergi aldı.,Annem kardeşimi yeni bir dergi aldı.,kardeşime,kardeşimi,aldı,argument_structure,ditransitive
Anlaşılıyor ki anne bebeğine mamasını kaşıkla verdi.,Anlaşılıyor ki anne bebeğini mamasını kaşıkla verdi.,bebeğine,bebeğini,verdi,argument_structure,ditransitive
Dedem bana devrimci resimlerini anlattı.,Dedem beni devrimci resimlerini anlattı.,bana,beni,anlattı,argument_structure,ditransitive
Dedem torunlarına bilmeceler anlattı.,Dedem torunlarını bilmeceler anlattı.,torunlarına,torunlarını,anlattı,argument_structure,ditransitive
Doğum günüm diye barmen bana viski ısmarladı.,Doğum günüm diye barmen beni viski ısmarladı.,bana,beni,ısmarladı,argument_structure,ditransitive
Bu ödülü düzen bozan hayvanlara ithaf ediyorum.,Bu ödüle düzen bozan hayvanlara ithaf ediyorum.,ödülü,ödüle,ithaf ediyorum,argument_structure,ditransitive
Öğretmen öğrencilere bol bol kaset okumalarını tavsiye etti.,Öğretmen öğrencileri bol bol kaset okumalarını tavsiye etti.,öğrencilere,öğrencileri,tavsiye etti,argument_structure,ditransitive
Annem abime yeni bir belge aldı.,Annem abimi yeni bir belge aldı.,abime,abimi,aldı,argument_structure,ditransitive
Babam bugün markette anasınıfı öğretmenime rastlamış.,Babam bugün marketi anasınıfı öğretmenime rastlamış.,markette,marketi,rastlamış,argument_structure,ditransitive
Evlerinin bahçesine zeytin ormanı dikmişler.,Evlerinin bahçesinden zeytin ormanı dikmişler.,bahçesine,bahçesinden,dikmişler,argument_structure,ditransitive
Antrenör takıma farklı stratejiler öğretti.,Antrenör takımı farklı stratejiler öğretti.,takıma,takımı,öğretti,argument_structure,ditransitive
Anlaşılan yıllardır kendini sadece işine adamış.,Anlaşılan yıllardır kendinden sadece işine adamış.,kendini,kendinden,adamış,argument_structure,ditransitive
Dün ekmeği ben aldığım için annem bakkala kardeşimi yolladı.,Dün ekmeği ben aldığım için annem bakkalda kardeşimi yolladı.,bakkala,bakkalda,yolladı,argument_structure,ditransitive
Dün gece kızı apar topar hekime götürdük.,Dün gece kıza apar topar hekime götürdük.,kızı,kıza,götürdük,argument_structure,ditransitive
Annem kekin içine biraz bal koyar.,Annem kekin içini biraz bal koyar.,içine,içini,koyar,argument_structure,ditransitive
Komşumuz bize taze patates getirdi.,Komşumuz bizi taze patates getirdi.,bize,bizi,getirdi,argument_structure,ditransitive
Öğretmen öğrencilere projeleri zamanında yapmalarını nasihat etti.,Öğretmen öğrencileri projeleri zamanında yapmalarını nasihat etti.,öğrencilere,öğrencileri,nasihat etti,argument_structure,ditransitive
Yanlış politikalar halkı yoksulluğa mahkum etti.,Yanlış politikalar halkla yoksulluğa mahkum etti.,halkı,halkla,mahkum etti,argument_structure,ditransitive
Şirket personeline yeni projeler verdi.,Şirket personelini yeni projeler verdi.,personeline,personelini,verdi,argument_structure,ditransitive
Kuzenim köpeği ormana götürdü.,Kuzenim köpeğe ormana götürdü.,köpeği,köpeğe,götürdü,argument_structure,ditransitive
Takı töreninde geline burma toka taktılar.,Takı töreninde gelini burma toka taktılar.,geline,gelini,taktılar,argument_structure,ditransitive
Öyle görünüyor ki asistanı dosyaları masasına getirdi.,Öyle görünüyor ki asistanı dosyalarla masasına getirdi.,dosyaları,dosyalarla,getirdi,argument_structure,ditransitive
Anlaşılıyor ki komşumuz bize taze meyve getirdi.,Anlaşılıyor ki komşumuz bizi taze meyve getirdi.,bize,bizi,getirdi,argument_structure,ditransitive
Komşumuz bize taze meyve getirdi.,Komşumuz bizi taze meyve getirdi.,bize,bizi,getirdi,argument_structure,ditransitive
Annem kardeşime yeni bir gazete aldı.,Annem kardeşimi yeni bir gazete aldı.,kardeşime,kardeşimi,aldı,argument_structure,ditransitive
Küçük çocuk teyzesine mağazadaki oyuncağı gösterdi.,Küçük çocuk teyzesini mağazadaki oyuncağı gösterdi.,teyzesine,teyzesini,gösterdi,argument_structure,ditransitive
Dedem bana sosyalistçi anılarını anlattı.,Dedem beni sosyalistçi anılarını anlattı.,bana,beni,anlattı,argument_structure,ditransitive
Arkadaşım bana doğum günü hatırası aldı.,Arkadaşım beni doğum günü hatırası aldı.,bana,beni,aldı,argument_structure,ditransitive
Dün gece kızı apar topar kliniğe götürdük.,Dün gece kıza apar topar kliniğe götürdük.,kızı,kıza,götürdük,argument_structure,ditransitive
Belki size bu konudaki kararlarından bahsetmiştir.,Belki sizi bu konudaki kararlarından bahsetmiştir.,size,sizi,bahsetmiştir,argument_structure,ditransitive
Yönetmen ekibine son istekleri verdi.,Yönetmen ekibini son istekleri verdi.,ekibine,ekibini,verdi,argument_structure,ditransitive
Arkadaşım bana yeni bir sinemayı önerdi.,Arkadaşım benle yeni bir sinemayı önerdi.,bana,benle,önerdi,argument_structure,ditransitive
Küçükken ekmeğimi hep salatanın cinsine banardım.,Küçükken ekmeğimde hep salatanın cinsine banardım.,ekmeğimi,ekmeğimde,banardım,argument_structure,ditransitive
Öğretmen öğrencilere bol bol dergi okumalarını tavsiye etti.,Öğretmen öğrencileri bol bol dergi okumalarını tavsiye etti.,öğrencilere,öğrencileri,tavsiye etti,argument_structure,ditransitive
Oğlum bisikleti arkadaşına ödünç verdi.,Oğlum bisikletle arkadaşına ödünç verdi.,bisikleti,bisikletle,ödünç verdi,argument_structure,ditransitive
Gelin gerdanlığı kızına hediye etti.,Gelin gerdanlığa kızına hediye etti.,gerdanlığı,gerdanlığa,hediye etti,argument_structure,ditransitive
Yönetmen oyunculara son ifadeleri verdi.,Yönetmen oyuncuları son ifadeleri verdi.,oyunculara,oyuncuları,verdi,argument_structure,ditransitive
Arkadaşım bana yeni bir kaseti önerdi.,Arkadaşım beni yeni bir kaseti önerdi.,bana,beni,önerdi,argument_structure,ditransitive
O halde anne bebeğine mamasını kaşıkla verdi.,O halde anne bebeğini mamasını kaşıkla verdi.,bebeğine,bebeğini,verdi,argument_structure,ditransitive
Kuzenim kediyi parka götürdü.,Kuzenim kediye parka götürdü.,kediyi,kediye,götürdü,argument_structure,ditransitive
Bu ödülü düzen bozan bayanlara ithaf ediyorum.,Bu ödüle düzen bozan bayanlara ithaf ediyorum.,ödülü,ödüle,ithaf ediyorum,argument_structure,ditransitive
Şirket çalışanlarına yeni operasyonlar verdi.,Şirket çalışanlarını yeni operasyonlar verdi.,çalışanlarına,çalışanlarını,verdi,argument_structure,ditransitive
Doğum günüm diye hostes bana limonata ısmarladı.,Doğum günüm diye hostes beni limonata ısmarladı.,bana,beni,ısmarladı,argument_structure,ditransitive
Öyle görünüyor ki babam yeni telefonunu bana verdi.,Öyle görünüyor ki babam yeni telefonuna bana verdi.,telefonunu,telefonuna,verdi,argument_structure,ditransitive
Mahalledeki hayvanlar dükkanın camına yine top atıyor.,Mahalledeki hayvanlar dükkanın camını yine top atıyor.,camına,camını,atıyor,argument_structure,ditransitive
Öğretmen öğrencilere yeni isi anlattı.,Öğretmen öğrencileri yeni isi anlattı.,öğrencilere,öğrencileri,anlattı,argument_structure,ditransitive
Takı töreninde torun yakasına çeyrek altın taktılar.,Takı töreninde torun yakasını çeyrek altın taktılar.,yakasına,yakasını,taktılar,argument_structure,ditransitive
Teyzem kitapları kızlara dağıttı.,Teyzem kitaplara kızlara dağıttı.,kitapları,kitaplara,dağıttı,argument_structure,ditransitive
Annem kekin içine biraz tarçın koyar.,Annem kekin içini biraz tarçın koyar.,içine,içini,koyar,argument_structure,ditransitive
Evlerinin bahçesine zeytin odu dikmişler.,Evlerinin bahçesinden zeytin odu dikmişler.,bahçesine,bahçesinden,dikmişler,argument_structure,ditransitive
Garson müşterilere mezeleri servis etti.,Garson müşterileri mezeleri servis etti.,müşterilere,müşterileri,servis etti,argument_structure,ditransitive
Yani oğlum topu arkadaşına ödünç verdi.,Yani oğlum topla arkadaşına ödünç verdi.,topu,topla,ödünç verdi,argument_structure,ditransitive
Yönetmen oyunculara son tavsiyeleri verdi.,Yönetmen oyuncuları son tavsiyeleri verdi.,oyunculara,oyuncuları,verdi,argument_structure,ditransitive
Antrenör takıma farklı eylemler öğretti.,Antrenör takımı farklı eylemler öğretti.,takıma,takımı,öğretti,argument_structure,ditransitive
Küçükken ekmeğimi hep salatanın kanına banardım.,Küçükken ekmeğimde hep salatanın kanına banardım.,ekmeğimi,ekmeğimde,banardım,argument_structure,ditransitive
Antrenör takıma farklı oyunlar öğretti.,Antrenör takımı farklı oyunlar öğretti.,takıma,takımı,öğretti,argument_structure,ditransitive
Çocuk babasına en sevdiği aksesuarı verdi.,Çocuk babasını en sevdiği aksesuarı verdi.,babasına,babasını,verdi,argument_structure,ditransitive
Küçük çocuk annesine vitrindeki kıyafeti gösterdi.,Küçük çocuk annesini vitrindeki kıyafeti gösterdi.,annesine,annesini,gösterdi,argument_structure,ditransitive
