good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon,subtype
Seni gelecekte görmeye son zamanlarda iyice alıştım.,Seni gelecekte görmeyi son zamanlarda iyice alıştım.,görmeye,görmeyi,alıştım,argument_structure,transitive
Seni burda görmeye son zamanlarda iyice alıştım.,Seni burda görmeyi son zamanlarda iyice alıştım.,görmeye,görmeyi,alıştım,argument_structure,transitive
Seni burada görmeye son yerlerde iyice alıştım.,Seni burada görmeyi son yerlerde iyice alıştım.,görmeye,görmeyi,alıştım,argument_structure,transitive
Seni burada görmeye son durumlarda iyice alıştım.,Seni burada görmeyi son durumlarda iyice alıştım.,görmeye,görmeyi,alıştım,argument_structure,transitive
Zorlu bir maratondan sonra makinede ettiğin bu zafere sevindim.,Zorlu bir maratondan sonra makinede ettiğin bu zaferi sevindim.,zafere,zaferi,sevindim,argument_structure,transitive
Zorlu bir maratondan sonra yerde ettiğin bu zafere sevindim.,Zorlu bir maratondan sonra yerde ettiğin bu zaferi sevindim.,zafere,zaferi,sevindim,argument_structure,transitive
Zorlu bir maratondan sonra tablette ettiğin bu zafere sevindim.,Zorlu bir maratondan sonra tablette ettiğin bu zaferi sevindim.,zafere,zaferi,sevindim,argument_structure,transitive
Zorlu bir maratondan sonra cepte ettiğin bu zafere sevindim.,Zorlu bir maratondan sonra cepte ettiğin bu zaferi sevindim.,zafere,zaferi,sevindim,argument_structure,transitive
Zorlu bir maratondan sonra ortada ettiğin bu zafere sevindim.,Zorlu bir maratondan sonra ortada ettiğin bu zaferi sevindim.,zafere,zaferi,sevindim,argument_structure,transitive
Zorlu bir maratondan sonra masada ettiğin bu zafere sevindim.,Zorlu bir maratondan sonra masada ettiğin bu zaferi sevindim.,zafere,zaferi,sevindim,argument_structure,transitive
Zorlu bir maratondan sonra askıda ettiğin bu zafere sevindim.,Zorlu bir maratondan sonra askıda ettiğin bu zaferi sevindim.,zafere,zaferi,sevindim,argument_structure,transitive
Zorlu bir maratondan sonra elde ettiğin bu zafere sevindim.,Zorlu bir maratondan sonra elde ettiğin bu zaferi sevindim.,zafere,zaferi,sevindim,argument_structure,transitive
Zorlu bir maratondan sonra yüzde ettiğin bu zafere sevindim.,Zorlu bir maratondan sonra yüzde ettiğin bu zaferi sevindim.,zafere,zaferi,sevindim,argument_structure,transitive
